Saved Date,Job Url,Job Title,Company Name
"9/10/24, 10:30 AM",http://www.linkedin.com/jobs/view/3886658009,"Principal Architect PAM, Professional Services",Saviynt
"9/7/24, 10:17 AM",http://www.linkedin.com/jobs/view/4019131138,Cyber Engineer Senior Principal,SAIC
"8/21/24, 10:45 AM",http://www.linkedin.com/jobs/view/3905832673,"Solutions Specialist, Data Center",Computacenter
"8/7/24, 9:07 AM",http://www.linkedin.com/jobs/view/3885192456,Staff Analytics Data Architect - Commercial Analytics Engineering,Pfizer
"7/18/24, 8:16 AM",http://www.linkedin.com/jobs/view/3918416016,Strategy and Transformation Associate Director - Public Health Technology,Guidehouse
"6/28/24, 11:27 AM",http://www.linkedin.com/jobs/view/3864607130,Chief Technology and Innovation Officer - Division of Technology and Innovation,Gwinnett County Public Schools
"6/20/24, 12:45 PM",http://www.linkedin.com/jobs/view/3806448543,Sr AI Server Architect - Remote,Lenovo
"7/9/24, 1:55 AM",http://www.linkedin.com/jobs/view/3912413856,,
"7/8/24, 10:14 AM",http://www.linkedin.com/jobs/view/3913661948,AI Software Solutions Engineer,Intel Corporation
"7/23/24, 3:17 AM",http://www.linkedin.com/jobs/view/3779102075,Research Director ( Foundation Models),Dolby Laboratories
"9/18/24, 3:50 PM",http://www.linkedin.com/jobs/view/3921194179,"Platform Manager, Data Platform",Airbnb
"6/12/24, 2:21 PM",http://www.linkedin.com/jobs/view/3889569494,Business Intelligence & Analytics Product Owner,Boston Consulting Group (BCG)
"9/12/24, 8:49 AM",http://www.linkedin.com/jobs/view/3925096123,Machine Learning Engineer (Solutions/Platform),webAI
"6/13/24, 1:08 PM",http://www.linkedin.com/jobs/view/3938101015,Principal Cloud Architect ,Blue Cross NC
"6/28/24, 8:02 AM",http://www.linkedin.com/jobs/view/3931634034,Senior AWS Infrastructure Specialist,Deloitte
"7/29/24, 9:36 AM",http://www.linkedin.com/jobs/view/3814492957,Senior AI Data Product Manager,DataRobot
"9/11/24, 9:58 AM",http://www.linkedin.com/jobs/view/3891116063,AI Strategist- Senior Principal/Director,Slalom
"9/16/24, 11:31 AM",http://www.linkedin.com/jobs/view/3830931358,"VP, Software & Data Engineering",Zelis
"7/15/24, 9:09 AM",http://www.linkedin.com/jobs/view/3910381359,"Senior Data Program Manager, Healthcare Data Operations",Personify Health
"6/13/24, 5:23 AM",http://www.linkedin.com/jobs/view/3937298793,Digital Workplace Architect,Syensqo
"6/21/24, 2:49 AM",http://www.linkedin.com/jobs/view/3925330302,SAP Enterprise Architecture Advisory - Chief Expert - Multiple locations,SAP
"6/18/24, 7:06 PM",http://www.linkedin.com/jobs/view/3930250054,Cyber Data Scientist,State Street
"9/30/24, 3:33 PM",http://www.linkedin.com/jobs/view/3928308404,Senior Salsify Solutions Architect,Flywheel
"6/20/24, 10:26 AM",http://www.linkedin.com/jobs/view/3906658580,Manager Digital Health Technologies,Regeneron
"7/12/24, 5:07 AM",http://www.linkedin.com/jobs/view/3857306300,Principal Software Engineer - Health Data and Analytics Platform,Oracle
"6/28/24, 10:52 AM",http://www.linkedin.com/jobs/view/3940052961,"Solutions Architect, Generative AI Specialist",NVIDIA
"7/25/24, 10:03 AM",http://www.linkedin.com/jobs/view/3815896634,Director Optical Solutions Systems Architect,Infinera
"6/28/24, 5:55 AM",http://www.linkedin.com/jobs/view/3945561755,Sr. Manager Enterprise Data of Science & Engineering,Leaf Home
"6/20/24, 9:21 AM",http://www.linkedin.com/jobs/view/3906410067,"Assistant Director, Center of Integrated Technologies",Emory Healthcare
"10/2/24, 3:55 PM",http://www.linkedin.com/jobs/view/3829343904,"Director, Partnership and Programming – AI Health Initiative",Emory University
"6/28/24, 11:33 AM",http://www.linkedin.com/jobs/view/3880665563,Global IT Data Engineer Senior Specialist,Boston Consulting Group (BCG)
"7/16/24, 9:28 PM",http://www.linkedin.com/jobs/view/3923088329,"Senior Engineering Manager, AI (FULLY REMOTE in USA)",Splunk
"6/20/24, 9:27 AM",http://www.linkedin.com/jobs/view/3874961061,Chief Architect (DevSecOps),Sev1Tech LLC
"7/8/24, 1:16 PM",http://www.linkedin.com/jobs/view/3920017899,AI Technical Lead,Tata Consultancy Services
"6/28/24, 5:45 AM",http://www.linkedin.com/jobs/view/3904855387,"Sr. Director, Software Engineering, Clinical Data Strategy",Moderna
"7/11/24, 9:30 PM",http://www.linkedin.com/jobs/view/3912146998,"Director, Solutions Engineering",Redox
"9/5/24, 1:34 PM",http://www.linkedin.com/jobs/view/3786540071,"Senior/Lead Software Engineer, GenAI",Icertis
"6/28/24, 11:04 AM",http://www.linkedin.com/jobs/view/3820429504,"Director, Infrastructure Enablement","Ginkgo Bioworks, Inc."
"8/26/24, 2:55 PM",http://www.linkedin.com/jobs/view/3914123875,Master Practitioner - HHS Public Sector,North Highland
"6/12/24, 9:46 PM",http://www.linkedin.com/jobs/view/3765550333,"Senior Technical Product Manager, GPU Programming Model - CUDA",NVIDIA
"6/28/24, 10:19 AM",http://www.linkedin.com/jobs/view/3930919965,"Health Data Architect, Lead",Booz Allen Hamilton
"6/19/24, 9:53 PM",http://www.linkedin.com/jobs/view/3933165136,Specialist Solutions Architect - Data Intelligence Platform,Databricks
"6/28/24, 11:24 AM",http://www.linkedin.com/jobs/view/3874073945,Stratascale Principal Architect - Transformative Services,Stratascale
"6/28/24, 11:02 AM",http://www.linkedin.com/jobs/view/3940059213,"Solutions Architect, Generative AI Specialist",NVIDIA
"7/4/24, 3:40 AM",http://www.linkedin.com/jobs/view/3919202150,AI ML Lead,Genpact
"10/7/24, 12:53 PM",http://www.linkedin.com/jobs/view/3938969980,"Engineering Manager, Data Platform",Anchorage Digital
"6/28/24, 11:46 AM",http://www.linkedin.com/jobs/view/3902943724,"Director, AI Sales Strategy",Dotdash Meredith
"7/8/24, 10:14 AM",http://www.linkedin.com/jobs/view/3891113182,Systems Software Architect,Intel Corporation
"7/23/24, 3:47 PM",http://www.linkedin.com/jobs/view/3933828433,"Sr. Engineering Manager, Core Group",dbt Labs
"10/25/24, 9:23 AM",http://www.linkedin.com/jobs/view/3854984838,Principal DevOps Architect,Liatrio
"6/28/24, 10:47 AM",http://www.linkedin.com/jobs/view/3878321538,"Manager, Technology Innovation ",Insperity
"6/18/24, 5:01 AM",http://www.linkedin.com/jobs/view/3932591837,"Vice President, Global Research Strategy",Bain & Company
"8/10/24, 1:02 AM",http://www.linkedin.com/jobs/view/3856499269,Biomedical Engineering Information Systems Specialist,Northside Hospital
"6/28/24, 12:01 PM",http://www.linkedin.com/jobs/view/3933313122,Data Scientist/SR Data Scientist (SR Machine Learning Engineer) - Remote,Boehringer Ingelheim
"6/22/24, 7:45 AM",http://www.linkedin.com/jobs/view/3937561589,,
"8/1/24, 2:38 PM",http://www.linkedin.com/jobs/view/3893578739,"Principal Architect, Engineering",Alto Pharmacy
"6/13/24, 2:28 PM",http://www.linkedin.com/jobs/view/3926793989,,
"7/3/24, 1:34 PM",http://www.linkedin.com/jobs/view/3929245219,"Manager, Platform Engineering (DevOps)",Nasdaq
"7/16/24, 8:44 PM",http://www.linkedin.com/jobs/view/3784795807,"Director of Product, Browser Enhancements (Search and AI)",Mozilla
"6/30/24, 12:16 PM",http://www.linkedin.com/jobs/view/3938006296,Senior Partner Manager,Configit
"7/6/24, 7:06 AM",http://www.linkedin.com/jobs/view/3934831342,Cyber Engineering Leader,State Street
"9/10/24, 11:20 AM",http://www.linkedin.com/jobs/view/3707539430,,
"9/11/24, 4:18 PM",http://www.linkedin.com/jobs/view/3930845228,"Manager, Data Science",GoodRx
"11/1/24, 7:27 PM",http://www.linkedin.com/jobs/view/3916116647,Tech Dir Validation Engineering,Rambus
